time,Ask_Price_1,Ask_Volume_1,Bid_Price_1,Bid_Volume_1,Ask_Price_2,Ask_Volume_2,Bid_Price_2,Bid_Volume_2,Ask_Price_3,Ask_Volume_3,Bid_Price_3,Bid_Volume_3,Ask_Price_4,Ask_Volume_4,Bid_Price_4,Bid_Volume_4,Ask_Price_5,Ask_Volume_5,Bid_Price_5,Bid_Volume_5,Ask_Price_6,Ask_Volume_6,Bid_Price_6,Bid_Volume_6,Ask_Price_7,Ask_Volume_7,Bid_Price_7,Bid_Volume_7,Ask_Price_8,Ask_Volume_8,Bid_Price_8,Bid_Volume_8,Ask_Price_9,Ask_Volume_9,Bid_Price_9,Bid_Volume_9,Ask_Price_10,Ask_Volume_10,Bid_Price_10,Bid_Volume_10
34276.3632,1958184,278,1957884,56,1958184,377,1957784,105,1958384,631,1957684,264,1958484,1146,1957484,310,1958484,1168,1957484,202,1958684,1118,1957284,288,1958784,1279,1957184,378,1958884,2421,1957184,915,1958884,2625,1957084,884,1959084,2138,1956984,1009
34276.4084,1959991,201,1959591,101,1960091,481,1959491,101,1960091,1017,1959491,181,1960291,923,1959391,437,1960391,1255,1959291,527,1960391,1282,1959191,437,1960591,2055,1958991,646,1960591,2236,1958891,763,1960791,2702,1958891,1000,1960891,2354,1958791,593
34276.4134,1957696,249,1957396,95,1957796,408,1957296,145,1957896,573,1957096,161,1957996,1320,1956996,213,1957996,1386,1956896,250,1958196,1663,1956796,578,1958196,2364,1956796,308,1958396,1691,1956596,802,1958396,1745,1956596,1011,1958596,2710,1956496,1094
34276.4293,1956891,265,1956591,96,1956991,454,1956391,209,1956991,746,1956291,132,1957191,1209,1956191,255,1957291,1169,1956191,255,1957391,2014,1955991,486,1957391,2448,1955891,479,1957491,1639,1955891,904,1957591,1887,1955791,792,1957691,3299,1955591,800
34276.4353,1955270,336,1954970,89,1955270,595,1954770,123,1955370,997,1954670,240,1955570,1399,1954570,307,1955570,1386,1954570,553,1955670,1247,1954470,318,1955770,2434,1954270,541,1955870,2208,1954170,508,1955970,2284,1954170,479,1956070,1961,1954070,1093
34276.4552,1951758,303,1951558,87,1951958,536,1951458,148,1952058,943,1951258,253,1952058,1262,1951158,308,1952158,1232,1951058,364,1952258,1162,1951058,503,1952458,1519,1950958,791,1952458,2179,1950858,457,1952558,1892,1950658,650,1952658,2289,1950658,1064
34276.5602,1951138,258,1950838,41,1951238,650,1950838,184,1951438,897,1950638,168,1951538,1196,1950638,280,1951638,1719,1950438,299,1951738,1860,1950338,655,1951838,1721,1950238,747,1951838,2504,1950238,349,1952038,2035,1950038,882,1952038,2849,1949938,678
34276.5826,1950559,322,1950259,52,1950559,403,1950159,185,1950659,733,1950059,121,1950759,1080,1949859,367,1950859,1205,1949759,337,1950959,1776,1949659,384,1951059,1894,1949559,653,1951259,2692,1949459,819,1951259,2207,1949459,867,1951359,1920,1949259,702
34276.6248,1952437,267,1952037,66,1952537,369,1952037,163,1952637,871,1951937,355,1952637,1040,1951737,313,1952737,1073,1951737,271,1952837,1129,1951637,580,1952937,2056,1951537,775,1953137,1596,1951437,635,1953137,2868,1951337,531,1953337,3129,1951237,477
34276.6542,1952939,264,1952539,57,1952939,457,1952539,214,1953139,642,1952339,323,1953139,940,1952339,419,1953339,1520,1952239,205,1953339,2011,1952039,378,1953539,1961,1951939,776,1953539,2345,1951939,772,1953739,3125,1951839,388,1953839,2038,1951739,579
34276.6859,1950861,187,1950561,51,1950961,435,1950361,182,1950961,617,1950261,269,1951161,1215,1950161,378,1951161,1191,1950061,514,1951261,1238,1949961,372,1951461,2093,1949861,569,1951561,2002,1949761,557,1951561,1952,1949761,1054,1951761,2325,1949561,965
34276.8616,1953280,192,1952880,65,1953280,380,1952780,147,1953380,715,1952780,301,1953480,1152,1952580,234,1953680,1288,1952480,504,1953780,1923,1952480,252,1953780,1713,1952280,695,1953980,2774,1952280,824,1953980,2861,1952080,1016,1954180,3432,1951980,500
34276.8801,1954615,190,1954315,119,1954715,512,1954215,230,1954815,652,1954115,217,1954915,1246,1954115,195,1955015,1412,1954015,443,1955115,1547,1953815,396,1955315,2262,1953815,440,1955415,2798,1953715,913,1955515,2733,1953515,946,1955615,2320,1953515,1190
34276.9305,1955155,202,1954755,42,1955155,393,1954755,155,1955355,727,1954555,284,1955355,747,1954455,319,1955455,903,1954455,311,1955555,1594,1954255,689,1955755,2322,1954155,750,1955755,2689,1954055,574,1955955,2414,1953955,703,1955955,2322,1953955,607
34276.9587,1954333,339,1953933,71,1954333,600,1953833,91,1954433,754,1953733,286,1954633,973,1953733,432,1954633,1160,1953633,205,1954733,1259,1953533,285,1954833,2066,1953433,318,1955033,1822,1953233,788,1955133,2293,1953133,760,1955133,2182,1953133,1189
34276.9629,1952270,221,1952070,79,1952370,364,1951870,163,1952470,1035,1951770,251,1952570,1280,1951670,411,1952670,1211,1951670,292,1952870,1664,1951570,551,1952870,1383,1951370,774,1953070,2132,1951370,489,1953170,2279,1951170,631,1953170,2814,1951070,906
34276.9975,1951229,193,1950929,111,1951429,674,1950929,80,1951529,868,1950829,187,1951629,993,1950729,249,1951629,1007,1950529,510,1951829,1931,1950429,703,1951929,1599,1950329,340,1951929,2768,1950329,616,1952029,2527,1950129,507,1952229,2963,1950029,491
34277.0824,1952471,282,1952171,50,1952571,475,1952171,96,1952771,881,1952071,124,1952871,1214,1951871,443,1952871,1577,1951871,250,1952971,2033,1951671,308,1953171,1656,1951571,806,1953171,2252,1951471,777,1953271,3038,1951471,956,1953371,3046,1951371,978
34277.0886,1955062,252,1954762,51,1955162,401,1954662,164,1955162,833,1954462,350,1955362,1150,1954362,242,1955362,1698,1954262,223,1955562,1549,1954262,371,1955662,2146,1954062,590,1955762,1603,1954062,585,1955862,1761,1953962,782,1955962,3324,1953762,1072
34277.0932,1956925,297,1956625,42,1957025,618,1956525,128,1957125,988,1956525,132,1957325,890,1956325,279,1957425,1009,1956325,375,1957425,1728,1956225,320,1957525,1967,1956125,629,1957725,2171,1955925,367,1957825,2124,1955925,699,1957925,3082,1955725,454
34277.1025,1955811,207,1955511,58,1955811,680,1955311,215,1955911,584,1955211,224,1956111,802,1955211,370,1956211,1700,1955011,492,1956311,1431,1954911,357,1956311,2307,1954811,501,1956411,2628,1954711,582,1956611,1957,1954711,669,1956711,3027,1954511,1087
34277.1758,1953516,186,1953316,54,1953716,620,1953216,121,1953716,877,1953016,302,1953816,794,1952916,412,1953916,1151,1952816,393,1954016,1367,1952816,669,1954216,1622,1952616,297,1954216,2419,1952616,373,1954316,1715,1952516,839,1954416,3159,1952316,1015
34277.2412,1953294,248,1953094,67,1953494,655,1952894,148,1953494,708,1952894,300,1953694,862,1952694,402,1953794,1591,1952694,329,1953894,1656,1952594,579,1953994,2352,1952494,741,1954094,1977,1952394,347,1954194,1696,1952194,777,1954194,2143,1952194,529
34277.2838,1950095,282,1949795,99,1950195,561,1949695,156,1950395,698,1949695,275,1950395,1149,1949495,336,1950595,1062,1949395,575,1950595,1970,1949395,704,1950795,1772,1949295,383,1950795,2368,1949195,627,1950995,2482,1949095,581,1951095,2249,1948995,482
34277.3164,1950165,280,1949965,53,1950265,466,1949865,218,1950365,789,1949665,198,1950565,1127,1949565,407,1950565,1494,1949565,436,1950765,1684,1949365,593,1950765,2267,1949365,597,1950865,2349,1949265,402,1950965,3097,1949165,1032,1951065,2768,1949065,519
34277.427,1949503,184,1949303,64,1949603,604,1949103,228,1949703,607,1949003,148,1949903,1132,1949003,315,1950003,1553,1948903,451,1950103,1748,1948803,420,1950103,2247,1948603,403,1950203,1668,1948503,372,1950303,2042,1948403,958,1950403,3268,1948303,442
34277.5008,1948449,348,1948149,94,1948449,527,1948049,91,1948649,773,1947949,147,1948649,1205,1947849,344,1948849,1393,1947749,284,1948949,1129,1947649,567,1949049,2215,1947549,795,1949149,2588,1947349,949,1949249,3002,1947249,480,1949249,2659,1947249,986
34277.5853,1945441,190,1945141,64,1945641,399,1945141,190,1945741,767,1945041,185,1945841,1004,1944941,353,1945841,1279,1944741,443,1946041,1986,1944741,547,1946041,2126,1944641,367,1946141,2268,1944541,606,1946341,2743,1944341,844,1946341,2724,1944241,945
34277.6702,1945820,336,1945520,72,1946020,382,1945420,103,1946020,990,1945420,302,1946220,795,1945220,298,1946320,1620,1945220,361,1946320,1897,1945120,550,1946420,2091,1945020,574,1946520,2711,1944920,599,1946620,2960,1944820,971,1946720,2027,1944720,774
34277.7227,1944574,247,1944274,102,1944774,685,1944274,176,1944874,893,1944174,122,1944974,1016,1944074,194,1944974,1061,1943974,237,1945174,1427,1943874,530,1945274,1797,1943774,543,1945374,2343,1943674,559,1945474,1964,1943574,608,1945574,3218,1943374,667
34277.7543,1942341,186,1942041,81,1942541,432,1942041,174,1942641,655,1941841,344,1942741,1212,1941841,205,1942741,1120,1941641,321,1942941,1589,1941641,303,1942941,1471,1941541,763,1943141,1541,1941441,862,1943241,2623,1941341,539,1943341,3488,1941141,733
34277.8553,1937574,281,1937174,46,1937574,435,1937074,177,1937774,982,1936974,354,1937774,1296,1936874,451,1937874,1709,1936774,227,1937974,1859,1936774,363,1938174,1260,1936674,830,1938274,2730,1936574,557,1938374,2373,1936474,1048,1938474,2070,1936274,696
34277.9865,1937026,274,1936726,46,1937226,475,1936726,98,1937326,957,1936626,131,1937326,1319,1936426,416,1937526,1517,1936326,457,1937526,1398,1936326,526,1937726,1456,1936126,453,1937726,1517,1936126,346,1937926,1621,1936026,522,1937926,2407,1935926,1054
34277.9887,1939371,303,1939171,118,1939471,477,1938971,212,1939671,1011,1938871,324,1939771,1105,1938771,185,1939871,1506,1938771,549,1939871,1552,1938671,346,1940071,1840,1938471,349,1940171,1499,1938371,817,1940171,1690,1938271,772,1940371,2568,1938171,929
34277.9924,1941549,299,1941349,95,1941649,618,1941149,233,1941849,551,1941049,172,1941949,1277,1941049,190,1941949,1087,1940849,528,1942149,1545,1940749,436,1942249,1378,1940749,377,1942349,1493,1940549,391,1942449,2571,1940449,561,1942449,2132,1940449,1090
34278.1528,1940443,194,1940243,108,1940643,504,1940143,115,1940743,912,1940043,248,1940843,1197,1939943,168,1940843,1121,1939743,596,1940943,1443,1939643,508,1941143,1562,1939643,534,1941243,2067,1939543,628,1941243,2185,1939343,805,1941443,1894,1939343,839
34278.17,1939115,342,1938915,91,1939315,435,1938815,97,1939415,645,1938715,212,1939415,1170,1938615,440,1939515,1516,1938515,510,1939715,1349,1938315,606,1939815,2021,1938215,676,1939915,2297,1938215,505,1940015,2682,1938015,969,1940015,2608,1937915,706
34278.2743,1939552,339,1939252,116,1939652,503,1939152,239,1939652,976,1939052,259,1939752,1333,1938852,454,1939852,1623,1938752,558,1940052,1806,1938652,646,1940152,2326,1938652,721,1940252,1968,1938452,868,1940252,2114,1938352,423,1940452,3317,1938352,492
34278.2999,1937517,332,1937217,112,1937617,443,1937217,224,1937817,566,1937017,345,1937917,1311,1936917,396,1937917,1185,1936917,351,1938017,1545,1936817,491,1938117,1334,1936617,747,1938317,2370,1936617,937,1938317,3082,1936517,510,1938517,2179,1936317,551
34278.3073,1937702,184,1937302,95,1937702,660,1937302,118,1937902,983,1937102,201,1938002,902,1937002,347,1938102,1481,1937002,246,1938202,1486,1936902,396,1938202,1277,1936702,809,1938302,1663,1936602,463,1938502,1963,1936602,715,1938502,1960,1936402,468
34278.3125,1938510,184,1938110,50,1938610,638,1938010,152,1938610,721,1938010,288,1938710,1203,1937910,424,1938810,1563,1937810,446,1939010,1606,1937710,317,1939110,2380,1937610,281,1939210,2611,1937410,347,1939210,2103,1937310,973,1939310,2161,1937310,775
34278.322,1939936,292,1939736,113,1940136,552,1939536,118,1940136,775,1939436,252,1940336,917,1939336,410,1940436,1515,1939236,485,1940436,1715,1939236,560,1940636,2092,1939036,469,1940736,2520,1938936,511,1940736,3026,1938836,891,1940936,3188,1938736,690
34278.3373,1939507,263,1939107,103,1939607,431,1939007,121,1939707,546,1938907,305,1939807,775,1938907,184,1939807,1571,1938707,324,1939907,1270,1938707,460,1940107,2092,1938607,396,1940107,1544,1938507,467,1940207,3006,1938307,1077,1940407,2173,1938207,476
34278.3719,1938721,237,1938521,110,1938821,614,1938421,101,1939021,882,1938221,207,1939021,1350,1938121,417,1939221,1039,1938121,584,1939221,1139,1937921,604,1939321,1921,1937921,659,1939521,2117,1937821,519,1939521,1796,1937721,761,1939721,2549,1937621,784
34278.4333,1937093,265,1936693,63,1937193,656,1936593,162,1937293,775,1936593,197,1937293,1128,1936493,457,1937493,1408,1936293,236,1937493,2069,1936193,525,1937593,1958,1936193,794,1937693,2191,1936093,730,1937793,2873,1935993,547,1937893,2338,1935893,920
34278.6492,1935450,346,1935150,52,1935550,502,1935050,103,1935650,950,1934850,336,1935650,1381,1934850,295,1935750,1545,1934750,560,1935850,1465,1934550,672,1935950,1372,1934550,532,1936150,1989,1934350,339,1936250,2816,1934250,531,1936250,3212,1934150,906
34278.6793,1934640,335,1934340,82,1934840,604,1934340,208,1934940,964,1934240,304,1935040,886,1934040,234,1935140,1496,1934040,446,1935240,1255,1933940,697,1935340,2259,1933740,376,1935440,2416,1933640,395,1935540,1791,1933640,510,1935540,1917,1933540,684
34278.7168,1934952,204,1934652,58,1935052,499,1934552,211,1935152,1020,1934352,191,1935152,1089,1934352,322,1935252,977,1934252,463,1935352,1256,1934152,443,1935552,1918,1933952,621,1935652,1801,1933952,670,1935752,1930,1933752,1013,1935752,2087,1933652,1087
34278.7547,1935914,262,1935614,43,1936114,405,1935514,85,1936114,940,1935514,173,1936314,1339,1935314,257,1936314,1066,1935214,344,1936514,1304,1935114,708,1936614,2176,1935114,705,1936714,2538,1935014,562,1936714,2887,1934914,1035,1936814,2681,1934714,815
34278.7945,1934421,211,1934021,84,1934421,592,1933921,98,1934521,719,1933921,120,1934721,1387,1933821,399,1934721,1293,1933621,448,1934821,1560,1933521,660,1934921,2347,1933421,362,1935121,2091,1933321,942,1935221,2870,1933321,387,1935321,3088,1933221,751
34278.8319,1936386,284,1936086,113,1936486,638,1935886,185,1936486,732,1935886,251,1936586,879,1935686,476,1936686,1404,1935686,284,1936786,1960,1935486,304,1936986,1944,1935386,642,1936986,2219,1935286,497,1937086,1680,1935286,733,1937186,2429,1935186,1162
34278.8334,1935523,212,1935223,66,1935623,553,1935223,223,1935723,959,1935023,202,1935923,1186,1935023,303,1935923,934,1934923,299,1936123,2015,1934723,460,1936123,2139,1934623,635,1936323,2218,1934523,380,1936423,1970,1934423,411,1936423,3403,1934323,812
34278.8345,1935150,227,1934850,82,1935250,670,1934850,161,1935450,887,1934650,262,1935550,881,1934550,303,1935550,1125,1934550,590,1935750,1584,1934350,700,1935750,1386,1934350,545,1935950,2512,1934150,323,1936050,2347,1934150,558,1936150,2850,1933950,1116
34278.8406,1933658,304,1933458,96,1933858,442,1933358,191,1933958,604,1933158,237,1933958,966,1933058,446,1934058,1360,1932958,374,1934258,1153,1932858,677,1934258,2345,1932858,678,1934458,2722,1932758,808,1934458,2222,1932658,502,1934658,3228,1932458,1021
34278.847,1929680,294,1929280,100,1929780,404,1929180,232,1929780,712,1929180,182,1929980,729,1929080,283,1930080,1111,1928880,252,1930080,1204,1928880,454,1930180,2028,1928680,466,1930380,2205,1928580,383,1930380,3067,1928580,1021,1930480,2556,1928380,954
34278.909,1930716,289,1930316,44,1930716,644,1930216,147,1930816,997,1930216,303,1930916,873,1930016,338,1931116,958,1929916,439,1931116,1535,1929916,302,1931316,1536,1929816,535,1931416,2149,1929616,784,1931516,2038,1929516,940,1931516,3082,1929516,972
34278.9214,1931429,187,1931129,51,1931629,519,1931029,103,1931729,944,1930929,329,1931829,768,1930829,304,1931929,1449,1930829,360,1931929,1633,1930629,660,1932129,1876,1930529,524,1932229,1779,1930429,797,1932229,2073,1930429,675,1932429,2314,1930329,1055
34279.035,1930773,303,1930373,116,1930873,598,1930373,148,1930873,817,1930273,158,1930973,1099,1930073,362,1931073,1664,1929973,433,1931173,2025,1929873,439,1931273,2237,1929873,545,1931473,2580,1929673,399,1931473,2892,1929573,474,1931573,2157,1929573,517
34279.168,1930558,285,1930258,115,1930658,378,1930058,209,1930758,901,1930058,351,1930758,1004,1929858,168,1930858,1519,1929758,390,1931058,1647,1929658,244,1931058,2059,1929658,735,1931258,2386,1929458,332,1931258,2157,1929358,413,1931358,1824,1929358,655
34279.3552,1930940,280,1930640,62,1931040,455,1930540,84,1931240,811,1930440,315,1931340,1343,1930340,182,1931440,918,1930340,339,1931540,1979,1930140,680,1931540,2150,1930040,799,1931740,2199,1929940,506,1931740,3018,1929840,540,1931840,3008,1929840,1079
34279.4962,1928316,185,1927916,72,1928416,698,1927916,97,1928416,1040,1927716,182,1928516,946,1927716,270,1928616,1220,1927616,572,1928816,2002,1927516,436,1928916,1725,1927416,644,1929016,1714,1927316,606,1929016,2125,1927116,1039,1929116,3107,1927116,946
34279.513,1927093,245,1926893,45,1927193,553,1926693,163,1927293,589,1926593,342,1927393,1325,1926593,462,1927593,900,1926493,306,1927593,1661,1926293,271,1927693,1884,1926193,715,1927893,1587,1926193,410,1927993,2682,1926093,784,1927993,1895,1925993,1023
34279.5497,1928113,321,1927813,70,1928113,417,1927613,203,1928213,959,1927613,135,1928413,1223,1927413,243,1928413,1376,1927313,206,1928513,1308,1927313,673,1928713,1411,1927213,355,1928713,1701,1927113,541,1928913,1742,1926913,829,1929013,3193,1926913,730
34279.5603,1925879,220,1925479,80,1925979,506,1925379,116,1925979,677,1925279,218,1926179,817,1925279,280,1926279,1242,1925079,343,1926279,1168,1924979,567,1926479,2151,1924979,722,1926579,1611,1924779,563,1926579,3064,1924679,521,1926779,2187,1924579,736
34279.6434,1926033,297,1925733,44,1926133,411,1925633,194,1926233,947,1925433,266,1926233,1181,1925333,418,1926333,1175,1925333,306,1926433,1999,1925133,599,1926533,2261,1925033,598,1926733,1545,1924933,667,1926733,3002,1924933,934,1926833,3074,1924833,1013
34279.754,1923551,220,1923351,75,1923751,641,1923251,218,1923851,735,1923051,267,1923951,1150,1922951,374,1923951,1525,1922851,424,1924051,1391,1922751,262,1924251,1320,1922751,560,1924251,1674,1922651,854,1924451,3115,1922551,429,1924551,1821,1922351,1087
34279.8503,1923979,322,1923679,109,1924179,604,1923679,185,1924279,690,1923579,203,1924279,739,1923379,245,1924479,1344,1923279,583,1924579,2097,1923279,243,1924579,2204,1923079,323,1924779,2121,1923079,404,1924779,2047,1922879,500,1924979,3385,1922779,864
34279.8797,1923737,245,1923437,64,1923737,523,1923237,121,1923837,820,1923237,221,1924037,1309,1923037,464,1924037,1206,1922937,224,1924237,1361,1922937,554,1924337,1644,1922837,341,1924337,1687,1922637,354,1924537,2560,1922637,1070,1924537,2110,1922437,645
34279.9518,1920970,235,1920570,115,1921070,518,1920570,214,1921070,756,1920470,183,1921270,926,1920270,222,1921370,1042,1920170,238,1921370,1365,1920070,329,1921470,1610,1920070,630,1921570,1773,1919870,378,1921770,1771,1919770,696,1921770,2924,1919670,485
34279.9579,1922481,269,1922181,112,1922581,577,1922081,222,1922681,617,1921981,132,1922781,1326,1921881,165,1922781,1236,1921681,395,1922981,1751,1921681,625,1922981,1371,1921481,720,1923081,1627,1921481,348,1923281,2428,1921381,717,1923381,2779,1921281,829
34279.961,1921075,264,1920675,54,1921175,615,1920675,97,1921275,692,1920575,300,1921375,1308,1920475,329,1921475,905,1920275,204,1921575,1672,1920275,545,1921575,1974,1920075,575,1921675,2447,1919975,638,1921875,2866,1919975,717,1921975,3246,1919775,519
34280.0319,1919558,223,1919258,84,1919658,553,1919158,177,1919758,1032,1919058,281,1919858,1099,1918858,188,1919858,1565,1918858,371,1919958,1363,1918758,708,1920058,2377,1918658,746,1920158,1676,1918458,323,1920358,2989,1918458,950,1920458,3378,1918258,821
34280.0606,1919597,277,1919197,66,1919597,574,1919097,166,1919697,695,1918997,133,1919897,955,1918997,382,1919997,1332,1918797,200,1919997,1637,1918797,406,1920197,1763,1918597,839,1920197,1577,1918497,370,1920297,1984,1918397,1052,1920497,2941,1918397,751
34280.3324,1921096,268,1920796,88,1921096,426,1920596,186,1921196,605,1920496,134,1921296,1344,1920496,461,1921396,1745,1920296,278,1921596,1371,1920196,522,1921596,1835,1920196,423,1921696,1896,1919996,749,1921896,2335,1919896,558,1921896,3202,1919896,563
34280.3385,1919173,312,1918973,42,1919273,593,1918773,162,1919373,719,1918673,175,1919573,1229,1918673,292,1919673,1349,1918573,354,1919673,1759,1918373,466,1919773,1269,1918273,480,1919873,2748,1918173,875,1919973,2616,1918073,787,1920173,2173,1917973,1103
34280.4363,1919009,344,1918809,69,1919109,392,1918709,192,1919209,718,1918609,311,1919309,885,1918509,469,1919409,1664,1918409,344,1919509,1429,1918309,378,1919609,1904,1918109,616,1919809,2338,1918009,813,1919809,2756,1917909,414,1919909,2216,1917809,1152
34280.47,1919412,234,1919212,83,1919512,495,1919012,124,1919612,736,1918912,209,1919712,1311,1918812,319,1919812,1322,1918712,383,1919912,1908,1918712,309,1920012,1753,1918512,756,1920112,1745,1918512,338,1920312,2093,1918312,965,1920412,3461,1918212,860
34280.5587,1920325,195,1920025,84,1920425,530,1919925,110,1920425,820,1919725,212,1920525,1042,1919625,413,1920725,1691,1919525,350,1920825,1354,1919525,348,1920825,2132,1919425,487,1920925,1533,1919225,879,1921025,2254,1919125,660,1921125,1814,1919125,1186
34280.6447,1920347,310,1919947,90,1920447,606,1919847,196,1920447,918,1919847,249,1920547,1280,1919647,245,1920647,1716,1919647,296,1920747,1384,1919447,545,1920847,1553,1919447,793,1920947,2294,1919347,548,1921147,2276,1919147,1063,1921247,2846,1919047,1194
34280.7695,1919539,290,1919239,63,1919539,618,1919039,143,1919639,749,1918939,155,1919839,1313,1918939,231,1919939,1497,1918739,542,1920039,1653,1918739,280,1920139,2278,1918639,774,1920139,2053,1918539,835,1920239,1635,1918339,744,1920439,2360,1918239,905
34280.7882,1917927,190,1917627,94,1918027,472,1917627,89,1918127,671,1917527,337,1918327,1298,1917427,405,1918327,1254,1917327,467,1918527,2075,1917127,561,1918527,1316,1917027,823,1918727,1662,1916927,404,1918727,1793,1916927,800,1918827,2639,1916827,971
34280.9388,1917821,311,1917521,107,1917921,422,1917521,162,1918121,618,1917321,153,1918221,775,1917321,238,1918221,1366,1917121,202,1918321,1575,1917121,327,1918521,2279,1916921,837,1918521,2435,1916821,782,1918721,1936,1916721,906,1918821,3219,1916621,886
34280.948,1916043,300,1915743,109,1916043,694,1915543,216,1916143,754,1915443,268,1916343,1067,1915443,167,1916443,1695,1915243,428,1916443,1546,1915143,268,1916543,1681,1915043,529,1916743,1462,1914943,694,1916743,2481,1914843,388,1916843,3260,1914743,1024
34280.9533,1911240,298,1910940,118,1911440,485,1910840,232,1911440,1013,1910740,191,1911640,831,1910640,438,1911640,1696,1910640,326,1911840,1470,1910440,274,1911940,1382,1910340,551,1912040,1882,1910340,857,1912140,2072,1910240,559,1912140,2123,1910140,750
34280.9825,1911781,333,1911481,72,1911781,576,1911281,118,1911881,775,1911281,124,1911981,1376,1911181,453,1912181,1012,1910981,391,1912281,2045,1910881,551,1912281,1716,1910781,399,1912381,2658,1910781,754,1912581,2357,1910681,1000,1912581,2449,1910481,779
34281.0716,1912941,213,1912641,40,1912941,460,1912541,159,1913041,1043,1912341,215,1913241,1079,1912341,225,1913241,1459,1912241,558,1913441,1695,1912041,487,1913541,2125,1911941,728,1913641,1599,1911941,578,1913741,1710,1911741,377,1913741,2576,1911741,810
34281.1047,1909009,320,1908709,65,1909109,605,1908609,90,1909209,609,1908509,300,1909409,882,1908409,351,1909409,1031,1908309,342,1909609,1367,1908209,384,1909609,1670,1908209,589,1909809,2211,1908009,940,1909909,2079,1907909,1035,1909909,3074,1907909,750
34281.1941,1907252,103,1906952,208,1907352,227,1906852,665,1907452,278,1906852,867,1907652,199,1906652,1095,1907652,356,1906652,1483,1907852,530,1906452,1819,1907852,710,1906452,1814,1908052,879,1906352,2600,1908052,498,1906252,2415,1908252,815,1906152,2180
34281.2605,1908084,68,1907784,267,1908184,235,1907684,698,1908284,329,1907584,975,1908384,347,1907384,951,1908384,263,1907284,1296,1908584,612,1907184,2092,1908584,499,1907184,2009,1908784,604,1906984,2060,1908884,1067,1906884,1896,1908884,1152,1906884,2848
34281.2732,1910918,196,1910718,65,1911018,366,1910518,212,1911118,800,1910418,265,1911218,1308,1910418,284,1911318,1576,1910218,574,1911518,1883,1910218,645,1911518,2024,1910118,771,1911618,2712,1910018,619,1911818,2657,1909918,492,1911918,2464,1909818,447
34281.4229,1910844,291,1910444,97,1910944,669,1910444,153,1910944,937,1910244,141,1911044,1108,1910244,417,1911244,1630,1910044,372,1911344,1517,1909944,439,1911344,1785,1909944,477,1911444,1659,1909744,499,1911644,2842,1909644,1013,1911744,3217,1909644,1099
34281.4271,1909429,126,1909229,87,1909529,218,1909129,270,1909629,368,1909029,368,1909729,378,1908929,426,1909829,606,1908729,693,1910029,726,1908629,856,1910129,1015,1908629,695,1910129,1048,1908529,1051,1910229,1301,1908429,1047,1910329,1137,1908229,1168
34281.5423,1908951,107,1908751,242,1909151,191,1908551,681,1909251,308,1908551,555,1909351,194,1908351,1293,1909351,558,1908351,1650,1909551,575,1908251,1674,1909551,681,1908151,1342,1909651,729,1907951,2694,1909851,1023,1907851,3014,1909851,849,1907751,2987
34281.5615,1910857,278,1910557,56,1910957,672,1910557,166,1911057,550,1910357,153,1911157,1129,1910257,422,1911257,1519,1910257,410,1911457,1709,1910157,711,1911557,1776,1909957,577,1911657,2399,1909857,513,1911757,2215,1909757,1043,1911857,2860,1909757,486
34281.5972,1909778,250,1909378,97,1909778,620,1909378,91,1909978,619,1909178,128,1910078,1050,1909178,454,1910078,1706,1909078,544,1910278,1828,1908878,610,1910278,1960,1908878,687,1910378,1666,1908678,782,1910578,1974,1908678,449,1910678,2095,1908478,498
34281.6256,1908269,317,1908069,100,1908369,472,1907969,212,1908569,862,1907769,179,1908669,979,1907769,466,1908769,1109,1907669,304,1908869,1177,1907569,614,1908869,2087,1907469,507,1908969,1575,1907369,612,1909169,2941,1907169,802,1909269,2208,1907069,1047
34281.636,1907348,66,1907148,186,1907448,181,1906948,614,1907648,317,1906848,883,1907648,319,1906848,1165,1907848,516,1906748,966,1907848,665,1906548,1516,1908048,382,1906448,2307,1908048,335,1906448,2352,1908248,804,1906348,2238,1908348,532,1906248,3012
34281.6592,1905813,83,1905413,314,1905913,139,1905313,663,1906013,144,1905313,906,1906113,403,1905113,1133,1906113,595,1905013,968,1906213,694,1904913,1297,1906413,680,1904913,2202,1906413,564,1904713,2014,1906513,1058,1904613,1775,1906613,1040,1904613,3250
34281.6709,1905723,82,1905523,315,1905823,154,1905423,419,1906023,343,1905223,888,1906123,478,1905223,856,1906223,396,1905123,1595,1906323,568,1905023,1356,1906323,332,1904923,1953,1906423,584,1904823,2721,1906623,407,1904723,2710,1906623,1117,1904523,3257
34281.6833,1908027,110,1907827,267,1908227,131,1907727,575,1908227,195,1907527,725,1908427,364,1907527,1396,1908527,544,1907427,1467,1908627,626,1907327,1789,1908627,383,1907227,2270,1908727,913,1907127,2553,1908927,368,1906927,2859,1908927,419,1906827,2134
34281.6947,1908350,50,1908050,224,1908550,125,1908050,476,1908550,198,1907950,872,1908650,270,1907850,741,1908750,593,1907750,937,1908950,454,1907650,1981,1909050,702,1907550,2202,1909050,389,1907350,1446,1909150,1050,1907350,2515,1909250,658,1907150,2997
34281.7292,1907897,67,1907597,250,1907897,112,1907497,419,1907997,177,1907297,927,1908097,286,1907297,809,1908197,331,1907097,946,1908397,475,1906997,1450,1908497,804,1906897,2427,1908497,511,1906797,2767,1908597,824,1906697,2617,1908797,808,1906597,3410
